"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
70, 2.472257710730000e-01, 2.220446049250313e-16, 1.150622000186354e+05, 1.895793795196196e-01, 3.463154238827644e-03, 0.000000000000000e+00
71, 2.551187880890000e-01, 2.220446049250313e-16, 1.150620390070579e+05, 1.895291376682033e-01, 3.447397080488412e-03, 0.000000000000000e+00
72, 2.631992566980000e-01, 2.220446049250313e-16, 1.150618818742905e+05, 1.894801061558501e-01, 3.431932593432934e-03, 0.000000000000000e+00
73, 2.714757349350000e-01, 2.220446049250313e-16, 1.150617281610799e+05, 1.894321416777091e-01, 3.416728402785305e-03, 0.000000000000000e+00
74, 2.799572875080000e-01, 2.220446049250313e-16, 1.150615757795059e+05, 1.893845927217915e-01, 3.401730800969483e-03, 0.000000000000000e+00
75, 2.886535243940000e-01, 2.220446049250313e-16, 1.150614248343420e+05, 1.893374919815115e-01, 3.386932566324915e-03, 0.000000000000000e+00
76, 2.975746430190000e-01, 2.220446049250313e-16, 1.150612771294901e+05, 1.892914023441198e-01, 3.372344675067685e-03, 0.000000000000000e+00
77, 3.067314743950000e-01, 2.220446049250313e-16, 1.150611319717822e+05, 1.892461075143456e-01, 3.357957595860188e-03, 0.000000000000000e+00
78, 3.161355336610000e-01, 2.220446049250313e-16, 1.150609876477846e+05, 1.892010728344980e-01, 3.343753274126257e-03, 0.000000000000000e+00
79, 3.257990755320000e-01, 2.220446049250313e-16, 1.150608443684257e+05, 1.891563641224327e-01, 3.329717093727040e-03, 0.000000000000000e+00
80, 3.357351552200000e-01, 2.220446049250313e-16, 1.150607035714433e+05, 1.891124300079866e-01, 3.315841078585754e-03, 0.000000000000000e+00
81, 3.459576954530000e-01, 2.220446049250313e-16, 1.150605647451969e+05, 1.890691108395813e-01, 3.302111141155676e-03, 0.000000000000000e+00
82, 3.564815603450000e-01, 2.220446049250313e-16, 1.150604264438419e+05, 1.890259554575854e-01, 3.288511749847893e-03, 0.000000000000000e+00
83, 3.673226369200000e-01, 2.220446049250313e-16, 1.150602887439505e+05, 1.889829877555900e-01, 3.275030238328408e-03, 0.000000000000000e+00
84, 3.784979252510000e-01, 2.220446049250313e-16, 1.150601528072811e+05, 1.889405702471513e-01, 3.261659978101760e-03, 0.000000000000000e+00
85, 3.900256382880000e-01, 2.220446049250313e-16, 1.150600186103964e+05, 1.888986956189641e-01, 3.248391748731560e-03, 0.000000000000000e+00
86, 4.019253126140000e-01, 2.220446049250313e-16, 1.150598852114462e+05, 1.888570699772596e-01, 3.235215279506066e-03, 0.000000000000000e+00
87, 4.142179315450000e-01, 2.220446049250313e-16, 1.150597528747447e+05, 1.888157757983082e-01, 3.222120978158516e-03, 0.000000000000000e+00
88, 4.269260622260000e-01, 2.220446049250313e-16, 1.150596229869045e+05, 1.887752457589667e-01, 3.209095158724611e-03, 0.000000000000000e+00
89, 4.400740085990000e-01, 2.220446049250313e-16, 1.150594957812198e+05, 1.887355526560867e-01, 3.196092484535897e-03, 0.000000000000000e+00
90, 4.536879824320000e-01, 2.220446049250313e-16, 1.150593688836938e+05, 1.886959557106642e-01, 3.183018141766789e-03, 0.000000000000000e+00
91, 4.677962949600000e-01, 2.220446049250313e-16, 1.150592405703481e+05, 1.886559169746543e-01, 3.169788619984640e-03, 0.000000000000000e+00
92, 4.824295720830000e-01, 2.220446049250313e-16, 1.150591112507308e+05, 1.886155642428883e-01, 3.156358151748372e-03, 0.000000000000000e+00
93, 4.976209965680000e-01, 2.220446049250313e-16, 1.150589811358277e+05, 1.885749633511444e-01, 3.142702948461257e-03, 0.000000000000000e+00
94, 5.134065813120000e-01, 2.220446049250313e-16, 1.150588493947725e+05, 1.885338550369244e-01, 3.128834416960689e-03, 0.000000000000000e+00
95, 5.298254783930000e-01, 2.220446049250313e-16, 1.150587162709047e+05, 1.884923152315674e-01, 3.114790329194150e-03, 0.000000000000000e+00
96, 5.469203295140000e-01, 2.220446049250313e-16, 1.150585827970699e+05, 1.884506662229820e-01, 3.100603428544667e-03, 0.000000000000000e+00
97, 5.647376644470000e-01, 2.220446049250313e-16, 1.150584496318268e+05, 1.884091135069506e-01, 3.086299102453516e-03, 0.000000000000000e+00
98, 5.833283553420000e-01, 2.220446049250313e-16, 1.150583164725534e+05, 1.883675626536850e-01, 3.071892018370799e-03, 0.000000000000000e+00
99, 6.027481362320000e-01, 2.220446049250313e-16, 1.150581827260243e+05, 1.883258285539137e-01, 3.057386220795199e-03, 0.000000000000000e+00
100, 6.230581989500000e-01, 2.220446049250313e-16, 1.150580500224541e+05, 1.882844198977030e-01, 3.042786312392811e-03, 0.000000000000000e+00
101, 6.443258788700000e-01, 2.220446049250313e-16, 1.150579186284775e+05, 1.882434198854656e-01, 3.028088750075010e-03, 0.000000000000000e+00
102, 6.666254466970000e-01, 2.220446049250313e-16, 1.150577871033032e+05, 1.882023789344450e-01, 3.013280599631375e-03, 0.000000000000000e+00
103, 6.900390259370000e-01, 2.220446049250313e-16, 1.150576559469623e+05, 1.881614530737319e-01, 2.998341734173894e-03, 0.000000000000000e+00
104, 7.146576599530000e-01, 2.220446049250313e-16, 1.150575259710022e+05, 1.881208955375960e-01, 2.983254095199684e-03, 0.000000000000000e+00
105, 7.405825578610000e-01, 2.220446049250313e-16, 1.150573968012712e+05, 1.880805895761724e-01, 2.968015283786861e-03, 0.000000000000000e+00
106, 7.679265552350000e-01, 2.220446049250313e-16, 1.150572684847080e+05, 1.880405498361366e-01, 2.952628098539406e-03, 0.000000000000000e+00
107, 7.968158341210000e-01, 2.220446049250313e-16, 1.150571416655676e+05, 1.880009773500659e-01, 2.937081860684012e-03, 0.000000000000000e+00
108, 8.273919576770000e-01, 2.220446049250313e-16, 1.150570161986324e+05, 1.879618268043941e-01, 2.921360224955664e-03, 0.000000000000000e+00
109, 8.598142887360000e-01, 2.220446049250313e-16, 1.150568915338295e+05, 1.879229265551285e-01, 2.905451833879209e-03, 0.000000000000000e+00
110, 8.942628795040000e-01, 2.220446049250313e-16, 1.150567683676651e+05, 1.878844939390951e-01, 2.889341217791542e-03, 0.000000000000000e+00
111, 9.309419431120000e-01, 2.220446049250313e-16, 1.150566493491518e+05, 1.878473555509670e-01, 2.873014853331627e-03, 0.000000000000000e+00
112, 9.700840484090000e-01, 2.220446049250313e-16, 1.150565383697524e+05, 1.878127256778768e-01, 2.856452398600102e-03, 0.000000000000000e+00
113, 1.011955220140000e+00, 2.220446049250313e-16, 1.150564342141416e+05, 1.877802250912399e-01, 2.839574890063550e-03, 0.000000000000000e+00
114, 1.054913688830000e+00, 2.220446049250313e-16, 1.150563291118605e+05, 1.877474291067932e-01, 2.823002344129903e-03, 0.000000000000000e+00
115, 1.097872157520000e+00, 2.220446049250313e-16, 1.150562287902111e+05, 1.877161248646971e-01, 2.807113614128796e-03, 0.000000000000000e+00
116, 1.140830626210000e+00, 2.220446049250313e-16, 1.150561367465611e+05, 1.876874036791874e-01, 2.791885483285479e-03, 0.000000000000000e+00
117, 1.183789094900000e+00, 2.220446049250313e-16, 1.150560530467941e+05, 1.876612861084799e-01, 2.777294933802973e-03, 0.000000000000000e+00
118, 1.226747563590000e+00, 2.220446049250313e-16, 1.150559777352459e+05, 1.876377859871257e-01, 2.763317637776456e-03, 0.000000000000000e+00
119, 1.269706032280000e+00, 2.220446049250313e-16, 1.150559087667567e+05, 1.876162651459275e-01, 2.749921577712800e-03, 0.000000000000000e+00
120, 1.312664500970000e+00, 2.220446049250313e-16, 1.150558457872466e+05, 1.875966130983103e-01, 2.737062917709004e-03, 0.000000000000000e+00
121, 1.355622969660000e+00, 2.220446049250313e-16, 1.150557900552551e+05, 1.875792225573539e-01, 2.724667495604614e-03, 0.000000000000000e+00
122, 1.398581438350000e+00, 2.220446049250313e-16, 1.150557409261179e+05, 1.875638923627765e-01, 2.712714730353807e-03, 0.000000000000000e+00
123, 1.441539907040000e+00, 2.220446049250313e-16, 1.150556966179171e+05, 1.875500664871693e-01, 2.701206763285597e-03, 0.000000000000000e+00
124, 1.484498375720000e+00, 2.220446049250313e-16, 1.150556566342432e+05, 1.875375900315327e-01, 2.690117687054743e-03, 0.000000000000000e+00
125, 1.527456844410000e+00, 2.220446049250313e-16, 1.150556221206147e+05, 1.875268204420283e-01, 2.679420896316518e-03, 0.000000000000000e+00
126, 1.570415313100000e+00, 2.220446049250313e-16, 1.150555931581823e+05, 1.875177830408161e-01, 2.669094558594758e-03, 0.000000000000000e+00
127, 1.613373781790000e+00, 2.220446049250313e-16, 1.150555681084003e+05, 1.875099665381534e-01, 2.659115675970427e-03, 0.000000000000000e+00
128, 1.656332250480000e+00, 2.220446049250313e-16, 1.150555462693289e+05, 1.875031519016118e-01, 2.649461983061534e-03, 0.000000000000000e+00
129, 1.699290719170000e+00, 2.220446049250313e-16, 1.150555283468900e+05, 1.874975594061583e-01, 2.640115038835697e-03, 0.000000000000000e+00
130, 1.742249187860000e+00, 2.220446049250313e-16, 1.150555186061812e+05, 1.874945199275523e-01, 2.631042164986040e-03, 0.000000000000000e+00
131, 1.785207656550000e+00, 2.220446049250313e-16, 1.150555177151000e+05, 1.874942418757055e-01, 2.622221517481013e-03, 0.000000000000000e+00
132, 1.828166125240000e+00, 2.220446049250313e-16, 1.150555367968245e+05, 1.875001961131806e-01, 2.613627327078280e-03, 0.000000000000000e+00
133, 1.871124593930000e+00, 2.220446049250313e-16, 1.150555144134171e+05, 1.874932116226826e-01, 2.605125462071890e-03, 0.000000000000000e+00
134, 1.914083062620000e+00, 2.220446049250313e-16, 1.150556428851948e+05, 1.875332997956651e-01, 2.596878598925803e-03, 0.000000000000000e+00
135, 1.957041531310000e+00, 2.220446049250313e-16, 1.150546804578550e+05, 1.872329851713310e-01, 2.587678831605857e-03, 0.000000000000000e+00
136, 2.000000000000000e+00, 2.220446049250313e-16, 1.150646560459405e+05, 1.903457552104483e-01, 2.583959391052160e-03, 0.000000000000000e+00
