"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
39, 6.421860241959999e-02, 2.220446049250313e-16, 3.478263849673531e+04, 4.641511077440138e-03, 2.607577666215879e-03, 0.000000000000000e+00
40, 6.886997564640000e-02, 2.220446049250313e-16, 3.477749794278582e+04, 4.588042676441965e-03, 2.580475407600693e-03, 0.000000000000000e+00
41, 7.357766043930000e-02, 2.220446049250313e-16, 3.477231186824285e+04, 4.534100802473826e-03, 2.554988545159695e-03, 0.000000000000000e+00
42, 7.834371614890000e-02, 2.220446049250313e-16, 3.476766926557142e+04, 4.485811737958501e-03, 2.530940085227140e-03, 0.000000000000000e+00
43, 8.317027892560000e-02, 2.220446049250313e-16, 3.476314183601132e+04, 4.438720622567254e-03, 2.508217508281607e-03, 0.000000000000000e+00
44, 8.805956585650000e-02, 2.220446049250313e-16, 3.475917471251515e+04, 4.397457413973930e-03, 2.486651759199689e-03, 0.000000000000000e+00
45, 9.301387935570000e-02, 2.220446049250313e-16, 3.475545030869261e+04, 4.358718803501390e-03, 2.466165010872769e-03, 0.000000000000000e+00
46, 9.803561182770000e-02, 2.220446049250313e-16, 3.475185651644019e+04, 4.321338722065635e-03, 2.446615813148520e-03, 0.000000000000000e+00
47, 1.031272506240000e-01, 2.220446049250313e-16, 3.474856662253063e+04, 4.287119575933460e-03, 2.427946697183246e-03, 0.000000000000000e+00
48, 1.082913833170000e-01, 2.220446049250313e-16, 3.474501076724762e+04, 4.250134087981822e-03, 2.410068398268655e-03, 0.000000000000000e+00
49, 1.135307033110000e-01, 2.220446049250313e-16, 3.474159824169896e+04, 4.214639414402856e-03, 2.392879227571972e-03, 0.000000000000000e+00
50, 1.188480158220000e-01, 2.220446049250313e-16, 3.473860226682496e+04, 4.183477405888374e-03, 2.376378925648651e-03, 0.000000000000000e+00
51, 1.242462442510000e-01, 2.220446049250313e-16, 3.473549237966858e+04, 4.151130562499443e-03, 2.360486650592831e-03, 0.000000000000000e+00
52, 1.297284369870000e-01, 2.220446049250313e-16, 3.473254825027333e+04, 4.120507813931329e-03, 2.345124864964077e-03, 0.000000000000000e+00
53, 1.352977746630000e-01, 2.220446049250313e-16, 3.472993867576735e+04, 4.093364868347770e-03, 2.330301949374181e-03, 0.000000000000000e+00
54, 1.409575779210000e-01, 2.220446049250313e-16, 3.472712614438778e+04, 4.064110909124627e-03, 2.315960963495818e-03, 0.000000000000000e+00
55, 1.467113157020000e-01, 2.220446049250313e-16, 3.472431088138354e+04, 4.034828537476541e-03, 2.302030975737350e-03, 0.000000000000000e+00
56, 1.525626141330000e-01, 2.220446049250313e-16, 3.472185448429511e+04, 4.009278834890850e-03, 2.288512877663577e-03, 0.000000000000000e+00
57, 1.585152660350000e-01, 2.220446049250313e-16, 3.471948139236445e+04, 3.984595613549228e-03, 2.275330985186732e-03, 0.000000000000000e+00
58, 1.645732411200000e-01, 2.220446049250313e-16, 3.471691574535365e+04, 3.957909570655485e-03, 2.262435243300600e-03, 0.000000000000000e+00
59, 1.707406969350000e-01, 2.220446049250313e-16, 3.471450613992269e+04, 3.932846561747167e-03, 2.249851539850658e-03, 0.000000000000000e+00
60, 1.770219906140000e-01, 2.220446049250313e-16, 3.471238916841523e+04, 3.910827323631066e-03, 2.237592805208210e-03, 0.000000000000000e+00
61, 1.834216915030000e-01, 2.220446049250313e-16, 3.471015128575946e+04, 3.887550453394656e-03, 2.225632307718357e-03, 0.000000000000000e+00
62, 1.899445947530000e-01, 2.220446049250313e-16, 3.470773250613688e+04, 3.862392021043282e-03, 2.213924913957712e-03, 0.000000000000000e+00
63, 1.965957359540000e-01, 2.220446049250313e-16, 3.470549008338243e+04, 3.839067927916287e-03, 2.202463615025341e-03, 0.000000000000000e+00
64, 2.033804069020000e-01, 2.220446049250313e-16, 3.470353584666338e+04, 3.818741341800093e-03, 2.191250290878335e-03, 0.000000000000000e+00
65, 2.103041726230000e-01, 2.220446049250313e-16, 3.470149803108785e+04, 3.797545427619737e-03, 2.180262735066572e-03, 0.000000000000000e+00
66, 2.173728897500000e-01, 2.220446049250313e-16, 3.469928871547477e+04, 3.774565691526621e-03, 2.169468290414920e-03, 0.000000000000000e+00
67, 2.245927263960000e-01, 2.220446049250313e-16, 3.469722983431380e+04, 3.753150668047816e-03, 2.158861071835215e-03, 0.000000000000000e+00
68, 2.319701836540000e-01, 2.220446049250313e-16, 3.469544311690238e+04, 3.734566499111349e-03, 2.148441219241917e-03, 0.000000000000000e+00
69, 2.395121189030000e-01, 2.220446049250313e-16, 3.469369181140857e+04, 3.716350659858722e-03, 2.138198990819044e-03, 0.000000000000000e+00
